시도명,시군구명,도로종류,도로노선번호,도로노선명,도로노선방향,소재지도로명주소,소재지지번주소,위도,경도,신호기설치방식,도로형태,주도로여부,신호등관리번호,신호등구분,신호등색종류,신호등화방식,신호등화순서,신호등화시간,광원종류,신호제어방식,신호시간결정방식,점멸등운영여부,점멸등운영시작시각,점멸등운영종료시각,보행자작동신호기유무,잔여시간표시기유무,시각장애인용음향신호기유무,도로안내표지일련번호,관리기관명,관리기관전화번호,데이터기준일자
경상남도,김해시,시도,,김해대로,03,경상남도 김해시 김해대로2491번길 3,경상남도 김해시 삼정동 614-3,35.228198,128.899056,03,02,Y,11,01,04,05,녹색/녹색화살표/황색/적색+녹색/녹색화살표/황색/적색+녹색/녹색화살표/황색/적색+녹색/녹색화살표/황색/적색+녹색/녹색화살표/황색/적색,25+58+21+24+42,02,03,01,N,00:00,00:00,N,N,N,,경상남도 김해시청,055-330-6776,2025-11-27
경상남도,김해시,시도,,김해대로,03,경상남도 김해시 김해대로 2445,경상남도 김해시 삼정동 618-17,35.227813,128.894323,03,02,Y,12,01,04,99,녹색/녹색화살표/황색/적색+녹색/녹색화살표/황색/적색+녹색/녹색화살표/황색/적색+녹색/녹색화살표/황색/적색+녹색/녹색화살표/황색/적색+녹색/녹색화살표/황색/적색,13+71+18+25+25+18,02,03,01,N,00:00,00:00,N,N,N,,경상남도 김해시청,055-330-6776,2025-11-27
경상남도,김해시,시도,,김해대로,03,경상남도 김해시 김해대로 2409,경상남도 김해시 부원동 625-1,35.227855,128.890417,03,02,Y,13,01,04,05,녹색/녹색화살표/황색/적색+녹색/녹색화살표/황색/적색+녹색/녹색화살표/황색/적색+녹색/녹색화살표/황색/적색+녹색/녹색화살표/황색/적색,18+87+19+20+26,02,03,01,N,00:00,00:00,N,N,N,,경상남도 김해시청,055-330-6776,2025-11-27
경상남도,김해시,시도,,김해대로,03,경상남도 김해시 김해대로 2367,경상남도 김해시 부원동 615-15,35.227034,128.885776,03,02,Y,14,01,04,05,녹색/녹색화살표/황색/적색+녹색/녹색화살표/황색/적색+녹색/녹색화살표/황색/적색+녹색/녹색화살표/황색/적색+녹색/녹색화살표/황색/적색,31+49+22+28+40,02,03,01,N,00:00,00:00,N,N,N,,경상남도 김해시청,055-330-6776,2025-11-27
경상남도,김해시,시도,,김해대로,03,경상남도 김해시 호계로 420,경상남도 김해시 부원동 615-1,35.228054,128.885341,03,02,Y,15,01,03,04,녹색/황색/적색+녹색/황색/적색+녹색/황색/적색+녹색/황색/적색,20+97+20+33,02,03,01,N,00:00,00:00,N,N,N,,경상남도 김해시청,055-330-6776,2025-11-27
경상남도,김해시,시도,,호계로,03,,경상남도 김해시 부원동 314-5,35.224576,128.885361,03,02,Y,16,01,04,05,녹색/녹색화살표/황색/적색+녹색/녹색화살표/황색/적색+녹색/녹색화살표/황색/적색+녹색/녹색화살표/황색/적색+녹색/녹색화살표/황색/적색,16+91+6+33+24,02,03,01,N,00:00,00:00,N,N,N,,경상남도 김해시청,055-330-6776,2025-11-27
경상남도,김해시,시도,,김해대로,03,경상남도 김해시 김해대로 2355,경상남도 김해시 부원동 614-10,35.226832,128.884548,03,02,Y,17,01,04,05,녹색/녹색화살표/황색/적색+녹색/녹색화살표/황색/적색+녹색/녹색화살표/황색/적색+녹색/녹색화살표/황색/적색+녹색/녹색화살표/황색/적색,21+69+19+20+41,02,03,01,N,00:00,00:00,N,N,N,,경상남도 김해시청,055-330-6776,2025-11-27
경상남도,김해시,시도,,김해대로,03,경상남도 김해시 김해대로 2341,경상남도 김해시 부원동 606-9,35.226729,128.882924,03,02,Y,18,01,04,04,녹색/녹색화살표/황색/적색+녹색/녹색화살표/황색/적색+녹색/녹색화살표/황색/적색+녹색/녹색화살표/황색/적색,45+77+24+24,02,03,01,N,00:00,00:00,N,N,N,,경상남도 김해시청,055-330-6776,2025-11-27
경상남도,김해시,시도,,김해대로,03,경상남도 김해시 김해대로 2307,경상남도 김해시 봉황동 20-1,35.226329,128.879512,03,02,Y,19,01,04,05,녹색/녹색화살표/황색/적색+녹색/녹색화살표/황색/적색+녹색/녹색화살표/황색/적색+녹색/녹색화살표/황색/적색+녹색/녹색화살표/황색/적색,16+76+21+14+43,02,03,01,N,00:00,00:00,N,N,N,,경상남도 김해시청,055-330-6776,2025-11-27
경상남도,김해시,시도,,김해대로,03,경상남도 김해시 김해대로2324번길 54-27,경상남도 김해시 봉황동 51-7,35.2245523,128.876384,03,02,Y,20,01,04,05,녹색/녹색화살표/황색/적색+녹색/녹색화살표/황색/적색+녹색/녹색화살표/황색/적색+녹색/녹색화살표/황색/적색+녹색/녹색화살표/황색/적색,18+77+19+17+39,02,03,01,N,00:00,00:00,N,N,N,,경상남도 김해시청,055-330-6776,2025-11-27
경상남도,김해시,시도,,김해대로,03,경상남도 김해시 전하로208번길 66,경상남도 김해시 전하동 23-3,35.225487,128.874229,03,02,Y,21,01,04,04,녹색/녹색화살표/황색/적색+녹색/녹색화살표/황색/적색+녹색/녹색화살표/황색/적색+녹색/녹색화살표/황색/적색,34+74+24+38,02,03,01,N,00:00,00:00,N,N,N,,경상남도 김해시청,055-330-6776,2025-11-27
경상남도,김해시,시도,,김해대로,03,경상남도 김해시 김해대로 2232,경상남도 김해시 외동 1264,35.22933963,128.872243,03,02,Y,22,01,04,04,녹색/녹색화살표/황색/적색+녹색/녹색화살표/황색/적색+녹색/녹색화살표/황색/적색+녹색/녹색화살표/황색/적색,56+75+25+14,02,03,01,N,00:00,00:00,N,N,N,,경상남도 김해시청,055-330-6776,2025-11-27
경상남도,김해시,지방도,1020호선,전하로,03,경상남도 김해시 전하로 244,경상남도 김해시 전하동 8-3,35.225372,128.872844,03,02,Y,23,01,04,03,녹색/녹색화살표/황색/적색+녹색/녹색화살표/황색/적색+녹색/녹색화살표/황색/적색,89+61+20,02,03,01,N,00:00,00:00,N,N,N,,경상남도 김해시청,055-330-6776,2025-11-27
경상남도,김해시,지방도,1020호선,전하로,03,경상남도 김해시 전하로 258,경상남도 김해시 전하동 6-1,35.226634,128.872922,03,02,Y,24,01,03,03,녹색/황색/적색+녹색/황색/적색+녹색/황색/적색,27+98+45,02,03,01,N,00:00,00:00,N,N,N,,경상남도 김해시청,055-330-6776,2025-11-27
경상남도,김해시,지방도,1020호선,전하로,03,경상남도 김해시 전하로 289,경상남도 김해시 외동 1351,35.228961,128.870587,03,02,Y,25,01,04,04,녹색/녹색화살표/황색/적색+녹색/녹색화살표/황색/적색+녹색/녹색화살표/황색/적색+녹색/녹색화살표/황색/적색,35+98+17+20,02,03,01,N,00:00,00:00,N,N,N,,경상남도 김해시청,055-330-6776,2025-11-27
경상남도,김해시,시도,,생림대로,03,,경상남도 김해시 삼계동 1035-8,35.27561744,128.8629154,03,02,Y,26,01,04,03,녹색화살표/황색/적색+녹색/녹색화살표/황색/적색+녹색/녹색화살표/황색/적색,29+125+16,02,03,01,N,00:00,00:00,N,N,N,,경상남도 김해시청,055-330-6776,2025-11-27
경상남도,김해시,시도,,김해대로,03,경상남도 김해시 전하로304번길 27,경상남도 김해시 외동 1262-1,35.231536,128.871953,03,02,Y,27,01,04,05,녹색/녹색화살표/황색/적색+녹색/녹색화살표/황색/적색+녹색/녹색화살표/황색/적색+녹색/녹색화살표/황색/적색+녹색/녹색화살표/황색/적색,26+38+26+42+38,02,03,01,N,00:00,00:00,N,N,N,,경상남도 김해시청,055-330-6776,2025-11-27
경상남도,김해시,시도,,분성로,03,,경상남도 김해시 봉황동 462-18,35.232676,128.873158,03,02,Y,28,01,04,04,녹색/녹색화살표/황색/적색+녹색/녹색화살표/황색/적색+녹색/녹색화살표/황색/적색+녹색/녹색화살표/황색/적색,28+51+68+23,02,03,01,N,00:00,00:00,N,N,N,,경상남도 김해시청,055-330-6776,2025-11-27
경상남도,김해시,시도,,분성로,03,경상남도 김해시 전하로304번길 19,경상남도 김해시 외동 1262-4,35.231087,128.871221,03,02,Y,29,01,03,02,녹색/황색/적색+녹색/황색/적색,31+139,02,03,01,N,00:00,00:00,N,N,N,,경상남도 김해시청,055-330-6776,2025-11-27
경상남도,김해시,시도,,김해대로,03,경상남도 김해시 내외중앙로102번길 26,경상남도 김해시 내동 1137-1,35.239028,128.870633,03,02,Y,30,01,04,05,녹색/녹색화살표/황색/적색+녹색/녹색화살표/황색/적색+녹색/녹색화살표/황색/적색+녹색/녹색화살표/황색/적색+녹색/녹색화살표/황색/적색,30+26+39+36+39,02,03,01,N,00:00,00:00,N,N,N,,경상남도 김해시청,055-330-6776,2025-11-27
경상남도,김해시,시도,,구지로,03,,경상남도 김해시 대성동 465-2,35.239495,128.873149,03,02,Y,31,01,04,04,녹색/녹색화살표/황색/적색+녹색/녹색화살표/황색/적색+녹색/녹색화살표/황색/적색+녹색/녹색화살표/황색/적색,23+79+43+25,02,03,01,N,00:00,00:00,N,N,N,,경상남도 김해시청,055-330-6776,2025-11-27
경상남도,김해시,시도,,구지로,03,경상남도 김해시 구지로 60,경상남도 김해시 내동 1133-4,35.239243,128.869768,03,01,Y,32,01,03,02,녹색/황색/적색+녹색/황색/적색,33+137,02,03,01,N,00:00,00:00,N,N,N,,경상남도 김해시청,055-330-6776,2025-11-27
경상남도,김해시,시도,,김해대로,03,,경상남도 김해시 내동 101-2,35.244692,128.871379,03,02,Y,33,01,04,05,녹색/녹색화살표/황색/적색+녹색/녹색화살표/황색/적색+녹색/녹색화살표/황색/적색+녹색/녹색화살표/황색/적색+녹색/녹색화살표/황색/적색,18+55+23+36+38,02,03,01,N,00:00,00:00,N,N,N,,경상남도 김해시청,055-330-6776,2025-11-27
경상남도,김해시,시도,,김해대로,03,경상남도 김해시 금관대로1368번길 7,경상남도 김해시 내동 1191,35.245069,128.867669,03,02,Y,34,01,04,99,녹색/녹색화살표/황색/적색+녹색/녹색화살표/황색/적색+녹색/녹색화살표/황색/적색+녹색/녹색화살표/황색/적색+녹색/녹색화살표/황색/적색+녹색/녹색화살표/황색/적색,18+13+40+14+30+55,02,03,01,N,00:00,00:00,N,N,N,,경상남도 김해시청,055-330-6776,2025-11-27
경상남도,김해시,시도,,구산로,03,경상남도 김해시 구산로10번길 53,경상남도 김해시 구산동 308-16,35.244612,128.872246,03,02,Y,35,01,04,04,녹색/녹색화살표/황색/적색+녹색/녹색화살표/황색/적색+녹색/녹색화살표/황색/적색+녹색/녹색화살표/황색/적색,40+58+32+40,02,03,01,N,00:00,00:00,N,N,N,,경상남도 김해시청,055-330-6776,2025-11-27
경상남도,김해시,시도,,구산로,03,경상남도 김해시 구산로 12,경상남도 김해시 구산동 274-1,35.248627,128.869886,03,01,Y,36,01,03,02,녹색/황색/적색+녹색/황색/적색,27+143,02,03,01,N,00:00,00:00,N,N,N,,경상남도 김해시청,055-330-6776,2025-11-27
경상남도,김해시,일반국도,58호선,금관대로,03,경상남도 김해시 금관대로1368번길 7,경상남도 김해시 내동 1195,35.245069,128.867669,03,02,Y,38,01,04,03,녹색/녹색화살표/황색/적색+녹색/녹색화살표/황색/적색+녹색/녹색화살표/황색/적색,27+123+20,02,03,01,N,00:00,00:00,N,N,N,,경상남도 김해시청,055-330-6776,2025-11-27
경상남도,김해시,일반국도,58호선,김해대로,03,경상남도 김해시 김해대로 1960,경상남도 김해시 구산동 1083-9,35.252046,128.867431,03,02,Y,39,01,04,05,녹색/녹색화살표/황색/적색+녹색/녹색화살표/황색/적색+녹색/녹색화살표/황색/적색+녹색/녹색화살표/황색/적색+녹색/녹색화살표/황색/적색,18+94+18+22+18,02,03,01,N,00:00,00:00,N,N,N,,경상남도 김해시청,055-330-6776,2025-11-27
경상남도,김해시,일반국도,58호선,김해대로,03,경상남도 김해시 김해대로 1904,경상남도 김해시 구산동 736-5,35.256526,128.8658499,03,02,Y,40,01,04,99,녹색/녹색화살표/황색/적색+녹색/녹색화살표/황색/적색+녹색/녹색화살표/황색/적색+녹색/녹색화살표/황색/적색+녹색/녹색화살표/황색/적색+녹색/녹색화살표/황색/적색,12+77+16+11+25+29,02,03,01,N,00:00,00:00,N,N,N,,경상남도 김해시청,055-330-6776,2025-11-27
경상남도,김해시,일반국도,58호선,김해대로,03,경상남도 김해시 김해대로 1864,경상남도 김해시 삼계동 1435,35.261805,128.8636997,03,02,Y,41,01,04,05,녹색/녹색화살표/황색/적색+녹색/녹색화살표/황색/적색+녹색/녹색화살표/황색/적색+녹색/녹색화살표/황색/적색+녹색/녹색화살표/황색/적색,28+66+30+30+16,02,03,01,N,00:00,00:00,N,N,N,,경상남도 김해시청,055-330-6776,2025-11-27
경상남도,김해시,일반국도,58호선,김해대로,03,,경상남도 김해시 삼계동 1427-2,35.264947,128.864047,03,02,Y,42,01,04,05,녹색/녹색화살표/황색/적색+녹색/녹색화살표/황색/적색+녹색/녹색화살표/황색/적색+녹색/녹색화살표/황색/적색+녹색/녹색화살표/황색/적색,25+83+20+24+18,02,03,01,N,00:00,00:00,N,N,N,,경상남도 김해시청,055-330-6776,2025-11-27
경상남도,김해시,일반국도,58호선,김해대로,03,경상남도 김해시 김해대로 1783,경상남도 김해시 삼계동 1153-6,35.266929,128.862242,03,02,Y,43,01,03,03,녹색/황색/적색+녹색/황색/적색+녹색/황색/적색,18+122+30,02,03,01,N,00:00,00:00,N,N,N,,경상남도 김해시청,055-330-6776,2025-11-27
경상남도,김해시,시도,,가야로,03,경상남도 김해시 가야로 22,경상남도 김해시 삼계동 1413-1,35.269572,128.863045,03,02,Y,44,01,03,02,녹색/황색/적색+녹색/황색/적색,41+129,02,03,01,N,00:00,00:00,N,N,N,,경상남도 김해시청,055-330-6776,2025-11-27
경상남도,김해시,일반국도,58호선,생림대로,03,경상남도 김해시 생림대로 11,경상남도 김해시 삼계동 1115-6,35.270888,128.860453,03,01,Y,45,01,03,04,녹색/황색/적색+녹색/황색/적색+녹색/황색/적색+녹색/황색/적색,25+34+45+66,02,03,01,Y,00:00,05:00,N,N,N,,경상남도 김해시청,055-330-6776,2025-11-27
경상남도,김해시,일반국도,58호선,생림대로,03,,경상남도 김해시 삼계동 1049-12,35.272829,128.8616901,03,02,Y,46,01,04,03,녹색/녹색화살표/황색/적색+녹색/녹색화살표/황색/적색+녹색/녹색화살표/황색/적색,28+113+29,02,03,01,N,00:00,00:00,N,N,N,,경상남도 김해시청,055-330-6776,2025-11-27
경상남도,김해시,일반국도,58호선,생림대로,03,,경상남도 김해시 삼계동 715-1,35.276994,128.8639396,03,02,Y,47,01,04,03,녹색/녹색화살표/황색/적색+녹색/녹색화살표/황색/적색+녹색/녹색화살표/황색/적색,28+97+45,02,03,01,N,00:00,00:00,N,N,N,,경상남도 김해시청,055-330-6776,2025-11-27
경상남도,김해시,일반국도,58호선,생림대로,03,,경상남도 김해시 삼계동 1344-196,35.27789627,128.8646494,03,02,Y,48,01,04,05,녹색/녹색화살표/황색/적색+녹색/녹색화살표/황색/적색+녹색/녹색화살표/황색/적색+녹색/녹색화살표/황색/적색+녹색/녹색화살표/황색/적색,18+88+22+18+24,02,03,01,N,00:00,00:00,N,N,N,,경상남도 김해시청,055-330-6776,2025-11-27
경상남도,김해시,시도,,김해대로,03,,경상남도 김해시 내동 1137-4,35.23749394,128.8713773,03,02,Y,49,01,04,03,녹색/녹색화살표/황색/적색+녹색/녹색화살표/황색/적색+녹색/녹색화살표/황색/적색,46+101+33,02,03,01,N,00:00,00:00,N,N,N,,경상남도 김해시청,055-330-6776,2025-11-27
경상남도,김해시,일반국도,58호선,김해대로,03,경상남도 김해시 생림대로 7-18,경상남도 김해시 삼계동 1167-2,35.270295,128.858939,03,02,Y,51,01,04,99,녹색/녹색화살표/황색/적색+녹색/녹색화살표/황색/적색+녹색/녹색화살표/황색/적색+녹색/녹색화살표/황색/적색+녹색/녹색화살표/황색/적색+녹색/녹색화살표/황색/적색,58+53+13+13+8+25,02,03,01,N,00:00,00:00,N,N,N,,경상남도 김해시청,055-330-6776,2025-11-27
경상남도,김해시,시도,,김해대로,03,경상남도 김해시 한림면 김해대로 1577,경상남도 김해시 한림면 신천리 285-13,35.27540032,128.843455,03,02,Y,52,01,04,03,녹색/녹색화살표/황색/적색+녹색/녹색화살표/황색/적색+녹색/녹색화살표/황색/적색,18+129+13,02,03,01,N,00:00,00:00,N,N,N,,경상남도 김해시청,055-330-6776,2025-11-27
경상남도,김해시,시도,,김해대로,03,경상남도 김해시 한림면 김해대로 1565,경상남도 김해시 한림면 신천리 285-3,35.275564,128.842449,03,02,Y,53,01,04,03,녹색/녹색화살표/황색/적색+녹색/녹색화살표/황색/적색+녹색/녹색화살표/황색/적색,18+116+26,02,03,01,N,00:00,00:00,N,N,N,,경상남도 김해시청,055-330-6776,2025-11-27
경상남도,김해시,시도,,김해대로,03,경상남도 김해시 한림면 김해대로 1537,경상남도 김해시 한림면 신천리 265-1,35.276027,128.839646,03,02,Y,54,01,04,04,녹색/녹색화살표/황색/적색+녹색/녹색화살표/황색/적색+녹색/녹색화살표/황색/적색+녹색/녹색화살표/황색/적색,11+99+25+25,02,03,01,N,00:00,00:00,N,N,N,,경상남도 김해시청,055-330-6776,2025-11-27
경상남도,김해시,시도,,김해대로,03,경상남도 김해시 한림면 김해대로 1479-1,경상남도 김해시 한림면 신천리 366-12,35.277854,128.833659,03,02,Y,55,01,04,03,녹색/녹색화살표/황색/적색+녹색/녹색화살표/황색/적색+녹색/녹색화살표/황색/적색,24+120+16,02,03,01,N,00:00,00:00,N,N,N,,경상남도 김해시청,055-330-6776,2025-11-27
경상남도,김해시,시도,,김해대로,03,,경상남도 김해시 한림면 신천리 788-16,35.277209,128.8289397,03,01,Y,56,01,03,02,녹색/황색/적색+녹색/황색/적색,29+131,02,03,01,N,00:00,00:00,N,N,N,,경상남도 김해시청,055-330-6776,2025-11-27
경상남도,김해시,시도,,김해대로,03,경상남도 김해시 한림면 김해대로 1399,경상남도 김해시 한림면 신천리 739-10,35.278407,128.825481,03,02,Y,57,01,04,03,녹색/녹색화살표/황색/적색+녹색/녹색화살표/황색/적색+녹색/녹색화살표/황색/적색,27+111+22,02,03,01,N,00:00,00:00,N,N,N,,경상남도 김해시청,055-330-6776,2025-11-27
경상남도,김해시,시도,,김해대로,03,,경상남도 김해시 한림면 명동리 산 102,35.283164,128.818854,03,02,Y,58,01,03,02,녹색/황색/적색+녹색/황색/적색,20+140,02,03,01,N,00:00,00:00,N,N,N,,경상남도 김해시청,055-330-6776,2025-11-27
경상남도,김해시,시도,,김해대로,03,경상남도 김해시 한림면 김해대로 1230,경상남도 김해시 한림면 명동리 958-3,35.289568,128.813401,03,02,Y,59,01,04,03,녹색/녹색화살표/황색/적색+녹색/녹색화살표/황색/적색+녹색/녹색화살표/황색/적색,25+116+19,02,03,01,N,00:00,00:00,N,N,N,,경상남도 김해시청,055-330-6776,2025-11-27
경상남도,김해시,시도,,김해대로,03,경상남도 김해시 한림면 김해대로 1216-3,경상남도 김해시 한림면 명동리 980,35.290085,128.812466,03,02,Y,60,01,03,02,녹색/황색/적색+녹색/황색/적색,20+140,02,03,01,N,00:00,00:00,N,N,N,,경상남도 김해시청,055-330-6776,2025-11-27
경상남도,김해시,시도,,김해대로,03,경상남도 김해시 한림면 김해대로 1169,경상남도 김해시 한림면 명동리 1048-9,35.293666,128.809145,03,02,Y,61,01,04,03,녹색/녹색화살표/황색/적색+녹색/녹색화살표/황색/적색+녹색/녹색화살표/황색/적색,60+66+40,02,03,01,N,00:00,00:00,N,N,N,,경상남도 김해시청,055-330-6776,2025-11-27
경상남도,김해시,시도,,한림로,03,,경상남도 김해시 한림면 명동리 1107-5,35.296516,128.809521,03,02,Y,62,01,04,99,녹색/녹색화살표/황색/적색+녹색/녹색화살표/황색/적색+녹색/녹색화살표/황색/적색+녹색/녹색화살표/황색/적색+녹색/녹색화살표/황색/적색+녹색/녹색화살표/황색/적색,16+48+16+16+48+16,02,03,01,N,00:00,00:00,N,N,N,,경상남도 김해시청,055-330-6776,2025-11-27
경상남도,김해시,시도,,김해대로,03,경상남도 김해시 한림면 김해대로 1102,경상남도 김해시 한림면 명동리 1176,35.295746,128.803348,03,02,Y,63,01,04,99,녹색/녹색화살표/황색/적색+녹색/녹색화살표/황색/적색+녹색/녹색화살표/황색/적색+녹색/녹색화살표/황색/적색+녹색/녹색화살표/황색/적색+녹색/녹색화살표/황색/적색+녹색/녹색화살표/황색/적색,15+58+20+25+12+20+10,02,03,01,N,00:00,00:00,N,N,N,,경상남도 김해시청,055-330-6776,2025-11-27
경상남도,김해시,시도,,김해대로,03,,경상남도 김해시 한림면 명동리 1293-6,35.293922,128.795999,03,02,Y,64,01,04,03,녹색/녹색화살표/황색/적색+녹색/녹색화살표/황색/적색+녹색/녹색화살표/황색/적색,30+104+26,02,03,01,N,00:00,00:00,N,N,N,,경상남도 김해시청,055-330-6776,2025-11-27
경상남도,김해시,시도,,김해대로,03,경상남도 김해시 한림면 김해대로 976,경상남도 김해시 한림면 병동리 1190,35.291832,128.790051,03,02,Y,65,01,04,03,녹색/녹색화살표/황색/적색+녹색/녹색화살표/황색/적색+녹색/녹색화살표/황색/적색,29+103+28,02,03,01,N,00:00,00:00,N,N,N,,경상남도 김해시청,055-330-6776,2025-11-27
경상남도,김해시,일반국도,58호선,생림대로,03,,경상남도 김해시 삼계동 854,35.278269,128.863832,03,02,Y,67,01,04,03,녹색/녹색화살표/황색/적색+녹색/녹색화살표/황색/적색+녹색/황색/적색,91+63+16,02,03,01,N,00:00,00:00,N,N,N,,경상남도 김해시청,055-330-6776,2025-11-27
경상남도,김해시,일반국도,14호선,김해대로,03,,경상남도 김해시 한림면 병동리 967-15,35.292911,128.786027,03,02,Y,68,01,04,04,녹색/녹색화살표/황색/적색+녹색/녹색화살표/황색/적색+녹색/녹색화살표/황색/적색+녹색/녹색화살표/황색/적색,24+65+21+50,02,03,01,N,00:00,00:00,N,N,N,,경상남도 김해시청,055-330-6776,2025-11-27
경상남도,김해시,일반국도,14호선,김해대로,03,,경상남도 김해시 한림면 퇴래리 1242-6,35.293391,128.7848505,03,02,Y,69,01,04,04,녹색/녹색화살표/황색/적색+녹색/녹색화살표/황색/적색+녹색/녹색화살표/황색/적색+녹색/녹색화살표/황색/적색,20+98+18+24,02,03,01,N,00:00,00:00,N,N,N,,경상남도 김해시청,055-330-6776,2025-11-27
경상남도,김해시,일반국도,14호선,김해대로,03,,경상남도 김해시 진영읍 설창리 66-14,35.293986,128.779118,03,02,Y,70,01,04,03,녹색/녹색화살표/황색/적색+녹색/녹색화살표/황색/적색+녹색/녹색화살표/황색/적색,97+27+36,02,03,01,N,00:00,00:00,N,N,N,,경상남도 김해시청,055-330-6776,2025-11-27
경상남도,김해시,일반국도,14호선,김해대로,03,경상남도 김해시 진영읍 김해대로 809,경상남도 김해시 진영읍 설창리 131-1,35.298576,128.7739199,03,02,Y,71,01,04,03,녹색/녹색화살표/황색/적색+녹색/녹색화살표/황색/적색+녹색/녹색화살표/황색/적색,21+119+20,02,03,01,N,00:00,00:00,N,N,N,,경상남도 김해시청,055-330-6776,2025-11-27
경상남도,김해시,일반국도,14호선,김해대로,03,경상남도 김해시 진영읍 김해대로 758,경상남도 김해시 진영읍 설창리 630,35.295963,128.766809,03,02,Y,72,01,03,02,녹색/황색/적색+녹색/황색/적색,26+134,02,03,01,N,00:00,00:00,N,N,N,,경상남도 김해시청,055-330-6776,2025-11-27
